-2.787730854309267148e-01	1.241329216418007864e+00	-2.816315923329558935e+00	2.232455785547362292e-01	1.355214224674363699e+00	-2.766705345671814253e+00	-1.877692403498520957e-01	1.332609078352007703e+00	-2.787496246185730442e+00	3.386016383208098612e-01	1.340351100354978175e+00	-2.814761580276142539e+00
-2.787730854309267148e-01	1.241329216418007864e+00	-2.816315923329558935e+00	2.232455785547362292e-01	1.355214224674363699e+00	-2.766705345671814253e+00	-1.877692403498520957e-01	1.332609078352007703e+00	-2.787496246185730442e+00	3.386016383208098612e-01	1.340351100354978175e+00	-2.814761580276142539e+00
-2.804110624030634602e-01	1.194477075508533215e+00	-2.808879586296555875e+00	1.661520846055442591e-01	1.197680604240071389e+00	-2.801166134489971871e+00	-1.511276847296145198e-01	1.201259996220205739e+00	-2.811678665282567380e+00	4.333038961474003359e-01	1.295264445647138052e+00	-2.792022653282479450e+00
-2.804110624030634602e-01	1.194477075508533215e+00	-2.808879586296555875e+00	1.661520846055442591e-01	1.197680604240071389e+00	-2.801166134489971871e+00	-1.511276847296145198e-01	1.201259996220205739e+00	-2.811678665282567380e+00	4.333038961474003359e-01	1.295264445647138052e+00	-2.792022653282479450e+00
-1.761069267247935000e-01	1.164782128471076650e+00	-2.792299070981263398e+00	2.610658455787804311e-01	1.252441468262620816e+00	-2.800960938645916443e+00	-2.163219820001137939e-01	1.051681234948787846e+00	-2.816247477229210983e+00	4.191725923607224069e-01	1.320931026671927633e+00	-2.750850092679164138e+00
-1.761069267247935000e-01	1.164782128471076650e+00	-2.792299070981263398e+00	2.610658455787804311e-01	1.252441468262620816e+00	-2.800960938645916443e+00	-2.163219820001137939e-01	1.051681234948787846e+00	-2.816247477229210983e+00	4.191725923607224069e-01	1.320931026671927633e+00	-2.750850092679164138e+00
-1.028746905881578189e-01	1.152920218021816101e+00	-2.769830409481931266e+00	2.355160116972419282e-01	1.243596987284085742e+00	-2.694060333724936029e+00	-1.383485098757663567e-01	1.048918583308981356e+00	-2.753552178081662749e+00	3.519279600629856564e-01	1.380731644937439162e+00	-2.709820201643037496e+00
-1.028746905881578189e-01	1.152920218021816101e+00	-2.769830409481931266e+00	2.355160116972419282e-01	1.243596987284085742e+00	-2.694060333724936029e+00	-1.383485098757663567e-01	1.048918583308981356e+00	-2.753552178081662749e+00	3.519279600629856564e-01	1.380731644937439162e+00	-2.709820201643037496e+00
-1.447880977566748106e-01	1.198028804241572765e+00	-2.802975752484643479e+00	2.462982349453804176e-01	1.243705754156874566e+00	-2.569043843593756371e+00	-1.454832657740862678e-01	1.066695966363979897e+00	-2.741060231597753027e+00	3.811907649897511852e-01	1.329165085677757041e+00	-2.743857525983574241e+00
-1.447880977566748106e-01	1.198028804241572765e+00	-2.802975752484643479e+00	2.462982349453804176e-01	1.243705754156874566e+00	-2.569043843593756371e+00	-1.454832657740862678e-01	1.066695966363979897e+00	-2.741060231597753027e+00	3.811907649897511852e-01	1.329165085677757041e+00	-2.743857525983574241e+00
-4.718381312897082513e-02	1.153817814332962044e+00	-2.780378254841638697e+00	2.698134015135753017e-01	1.204014293975299799e+00	-2.436698279432717218e+00	-1.114230586798795053e-01	1.182645239749413157e+00	-2.623087011521783474e+00	3.761349062344730432e-01	1.376267782328820299e+00	-2.609726548174257310e+00
-4.718381312897082513e-02	1.153817814332962044e+00	-2.780378254841638697e+00	2.698134015135753017e-01	1.204014293975299799e+00	-2.436698279432717218e+00	-1.114230586798795053e-01	1.182645239749413157e+00	-2.623087011521783474e+00	3.761349062344730432e-01	1.376267782328820299e+00	-2.609726548174257310e+00
-5.189300135050960161e-02	1.101489643526697426e+00	-2.655633665615543038e+00	2.499941573348085644e-01	1.210494888425934112e+00	-2.295836654308595293e+00	-1.782899864565494763e-01	1.171194971263569640e+00	-2.596414300425034849e+00	3.212843394874932978e-01	1.404697685692709586e+00	-2.676377044870778210e+00
-5.189300135050960161e-02	1.101489643526697426e+00	-2.655633665615543038e+00	2.499941573348085644e-01	1.210494888425934112e+00	-2.295836654308595293e+00	-1.782899864565494763e-01	1.171194971263569640e+00	-2.596414300425034849e+00	3.212843394874932978e-01	1.404697685692709586e+00	-2.676377044870778210e+00
9.615692039968214144e-02	1.090732957771458844e+00	-2.529444005385855121e+00	3.122017722619334079e-01	1.203682854363395949e+00	-2.352300147550205445e+00	-1.658971389211767455e-01	1.311512242685840990e+00	-2.505669118911142856e+00	2.981268738086492731e-01	1.329131225422916174e+00	-2.673230084887978641e+00
9.615692039968214144e-02	1.090732957771458844e+00	-2.529444005385855121e+00	3.122017722619334079e-01	1.203682854363395949e+00	-2.352300147550205445e+00	-1.658971389211767455e-01	1.311512242685840990e+00	-2.505669118911142856e+00	2.981268738086492731e-01	1.329131225422916174e+00	-2.673230084887978641e+00
4.729077403195067891e-02	1.031778905741221442e+00	-2.469533638171336420e+00	2.879384225720912904e-01	1.326054186708568228e+00	-2.320536486122222186e+00	-3.508069187785507748e-02	1.343965171466946495e+00	-2.584464074189827709e+00	2.442121137970681977e-01	1.364223723860826354e+00	-2.637039357206424572e+00
4.729077403195067891e-02	1.031778905741221442e+00	-2.469533638171336420e+00	2.879384225720912904e-01	1.326054186708568228e+00	-2.320536486122222186e+00	-3.508069187785507748e-02	1.343965171466946495e+00	-2.584464074189827709e+00	2.442121137970681977e-01	1.364223723860826354e+00	-2.637039357206424572e+00
2.940440930747147130e-02	1.057364767159742813e+00	-2.501020681506576970e+00	4.103254144056480701e-01	1.184507276289733291e+00	-2.260546128866933735e+00	-6.060691230487112030e-02	1.240575692929546614e+00	-2.631164703021987794e+00	2.118084176353114967e-01	1.317833350482836785e+00	-2.570895421944898285e+00
